"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"测试打开微信应用并验证启动成功","535","test_open_wechat","test_suite","Tue Sep 23 16:23:12 CST 2025","broken","Tue Sep 23 16:23:13 CST 2025","","demo","",""
